Mean RR (ms),SDNN (ms),Min RR (ms),Max RR (ms),Mean HR (bpm),STD HR (bpm),Min HR (bpm),Max HR (bpm),RMSSD (ms),NN50 count,pNN50 (%),LF power (ms^2),HF power (ms^2),Total Power (ms^2),SD1 (ms),SD2 (ms),SD1/SD2,Four_Label,Happy,Sad,Anger,Neutral
222.1818181818182,14.919896306111646,196.0,247.0,271.2688206066676,18.195048776452303,242.914979757085,306.1224489795918,16.91997973656335,0.0,0.0,0.0,0.0,0.0,11.932158951068333,17.40201696174003,0.6856767797262986,LVHA,VeryLow,Low,VeryHigh,VeryLow
205.08333333333331,10.164958872956095,183.0,223.0,293.30351094441136,14.940779106132409,269.05829596412553,327.8688524590164,6.906203890265118,0.0,0.0,0.0,0.0,0.0,4.861600629476809,13.52840038944917,0.35936256242596,LVLA,VeryLow,Low,Low,VeryLow
213.8181818181818,12.790750790517498,191.0,235.0,281.63438986923734,17.111066995871543,255.31914893617025,314.13612565445027,16.401219466856727,0.0,0.0,0.0,0.0,0.0,11.53737886658452,13.931816122068826,0.8281317213416725,HVLA,Moderate,VeryLow,VeryLow,VeryLow
200.77083333333331,8.874095219920857,184.0,218.0,299.4364772465232,13.325138150543932,275.22935779816515,326.0869565217391,9.010863009385565,0.0,0.0,0.0,0.0,0.0,6.371568167050589,10.812134434840884,0.589297904631941,LVLA,VeryLow,VeryLow,VeryLow,VeryLow
214.4782608695652,16.980473607409987,186.0,236.0,281.57161986207274,23.0574129967137,254.2372881355932,322.5806451612903,21.421102594489305,0.0,0.0,0.0,0.0,0.0,15.139332223228646,18.640643435745584,0.8121678994297605,LVLA,VeryLow,VeryLow,VeryLow,VeryLow
218.21052631578948,7.008107690896468,202.0,231.0,275.2520363964033,8.982484368567306,259.7402597402597,297.029702970297,9.701088140570166,0.0,0.0,0.0,0.0,0.0,6.859255259578068,7.15386357839979,0.9588182922985482,HVLA,High,VeryLow,VeryLow,VeryLow
230.8095238095238,18.71749639246163,197.0,266.0,261.6740224184157,21.27260217354736,225.5639097744361,304.56852791878174,22.89650628371062,1.0,5.0,0.0,0.0,0.0,16.16210846393502,20.96367316105716,0.7709578536054602,LVLA,VeryLow,VeryLow,VeryLow,VeryLow
222.1818181818182,14.919896306111646,196.0,247.0,271.2688206066676,18.195048776452303,242.914979757085,306.1224489795918,16.91997973656335,0.0,0.0,0.0,0.0,0.0,11.932158951068333,17.40201696174003,0.6856767797262986,LVLA,VeryLow,VeryLow,High,VeryLow
212.69565217391303,28.180219369357363,166.0,252.0,287.4494590978439,40.605683983817045,238.0952380952381,361.4457831325301,12.690368574058615,0.0,0.0,0.0,0.0,0.0,8.97292760207426,38.829577613697296,0.2310848624557023,LVLA,VeryLow,VeryLow,VeryLow,VeryLow
151.265625,7.3950832219370595,140.0,167.0,397.58331520456034,19.043530494958407,359.2814371257485,428.57142857142856,5.785131107890631,0.0,0.0,0.0,0.0,0.0,4.065188116493084,9.63580600138221,0.4218835576297355,LVLA,Low,VeryLow,VeryLow,VeryHigh
179.62962962962962,7.926272058901,165.0,192.0,334.68392186901576,15.045088890332542,312.5,363.6363636363636,6.6650639099019084,0.0,0.0,0.0,0.0,0.0,4.712205604258449,10.170874881081993,0.4633038612069876,LVHA,Low,Low,Low,VeryLow
166.13793103448276,13.042963852752536,148.0,192.0,363.2835123487377,27.303931377554637,312.5,405.4054054054054,6.524678426668135,0.0,0.0,0.0,0.0,0.0,4.542318027309898,17.877504274008555,0.2540800974056433,HVLA,High,VeryLow,VeryLow,Moderate
162.95,8.729595255986004,148.0,181.0,369.255548844531,19.529250670040483,331.4917127071824,405.4054054054054,6.044376126501452,0.0,0.0,0.0,0.0,0.0,4.248837009513616,11.591335157489585,0.3665528562314314,LVLA,Moderate,VeryLow,VeryLow,Low
157.06666666666666,6.070053999393708,148.0,171.0,382.55999084814033,14.414191749715826,350.87719298245617,405.4054054054054,4.75702746942117,0.0,0.0,0.0,0.0,0.0,3.359990515812445,7.899466744329108,0.4253439661891766,LVLA,VeryLow,Low,Low,Low
186.03846153846155,5.307692307692308,177.0,196.0,322.7748355654737,9.148751964908168,306.1224489795918,338.9830508474576,6.764613810115105,0.0,0.0,0.0,0.0,0.0,4.777949350924516,5.789161879432306,0.8253266103854482,LVLA,VeryLow,VeryLow,High,VeryLow
193.48,12.512777469450976,171.0,215.0,311.4488699106174,20.743608147789395,279.06976744186045,350.87719298245617,8.974500914628438,0.0,0.0,0.0,0.0,0.0,6.344220357494248,16.51938461491697,0.384047015393384,LVHA,VeryLow,VeryLow,VeryLow,Moderate
155.70967741935485,4.684866152163118,147.0,168.0,385.6786658359113,11.514841451496112,357.1428571428572,408.16326530612247,4.611579628139003,0.0,0.0,0.0,0.0,0.0,3.260538469503329,5.767567131491076,0.565323020117217,HVLA,Moderate,VeryLow,VeryLow,Low
171.75,4.910811687345731,163.0,181.0,349.6310009871367,10.00760420546981,331.4917127071824,368.0981595092025,5.210388483419269,0.0,0.0,0.0,0.0,0.0,3.6797372721864594,5.889964046140232,0.6247469837439564,LVLA,VeryLow,Moderate,VeryLow,Low
179.44444444444446,17.5611805334492,150.0,211.0,337.6305768548391,33.523033718167575,284.3601895734597,400.0,14.792149685143546,1.0,3.8461538461538463,0.0,0.0,0.0,10.425595778528828,22.541008764461097,0.4625168237796955,LVLA,VeryLow,VeryLow,VeryLow,VeryHigh
171.85714285714286,6.930596169544589,159.0,186.0,349.69388195159337,14.06577808070446,322.5806451612903,377.35849056603774,6.204090645754682,0.0,0.0,0.0,0.0,0.0,4.38646596661468,8.765001018502131,0.5004524194983256,HVLA,High,VeryLow,VeryLow,Low
230.8095238095238,18.71749639246163,197.0,266.0,261.6740224184157,21.27260217354736,225.5639097744361,304.56852791878174,22.89650628371062,1.0,5.0,0.0,0.0,0.0,16.16210846393502,20.96367316105716,0.7709578536054602,LVHA,VeryLow,VeryLow,VeryLow,VeryLow
169.03571428571428,9.529960811106438,155.0,186.0,356.066130363876,19.73296600971043,322.5806451612903,387.0967741935484,6.0,0.0,0.0,0.0,0.0,0.0,4.23454990457969,12.794877616768092,0.3309566555783369,LVHA,VeryLow,VeryLow,Moderate,Low
178.33333333333334,4.260064336151292,171.0,187.0,336.6406203683003,8.04154244171337,320.85561497326205,350.87719298245617,4.835764198615911,0.0,0.0,0.0,0.0,0.0,3.418969013083628,4.960539001345546,0.6892333700342307,LVHA,VeryLow,VeryLow,VeryLow,VeryLow
185.98076923076923,5.711797455925306,173.0,196.0,322.9203904180855,9.982548788794784,306.1224489795918,346.8208092485549,6.3796551630946325,0.0,0.0,0.0,0.0,0.0,4.496087187766714,6.710771964165493,0.669980623954314,HVLA,High,VeryLow,VeryLow,VeryLow
157.48387096774192,8.265243855044487,143.0,173.0,382.0483804052009,20.17392612262452,346.8208092485549,419.5804195804196,5.056349144063003,0.0,0.0,0.0,0.0,0.0,3.5528548771062654,11.135786195366878,0.3190484097642298,LVLA,VeryLow,Moderate,VeryLow,VeryLow
147.59375,4.955170121953433,140.0,159.0,406.9761042353725,13.554933906123564,377.35849056603774,428.57142857142856,2.9402655135757008,0.0,0.0,0.0,0.0,0.0,2.074572282685617,6.693547020744128,0.3099361633310801,LVLA,VeryLow,VeryLow,Low,Low
153.078125,8.636866271071643,142.0,172.0,393.1758268625944,21.63169992347644,348.8372093023256,422.5352112676056,6.454555780422123,0.0,0.0,0.0,0.0,0.0,4.5338075643080495,11.341759428702987,0.3997446421614431,HVLA,VeryHigh,VeryLow,VeryLow,VeryLow
154.34375,6.410973868103036,144.0,165.0,389.41059307298735,16.090143916064953,363.6363636363636,416.6666666666667,3.754567111338988,0.0,0.0,0.0,0.0,0.0,2.6264087444303064,8.677738702114741,0.3026605011499433,LVHA,VeryLow,Moderate,Moderate,VeryLow
160.36666666666667,10.22246980376508,143.0,177.0,375.6899985290134,24.318219288858884,338.9830508474576,419.5804195804196,5.146140167221415,0.0,0.0,0.0,0.0,0.0,3.638543828107701,13.991382225810186,0.2600560666118895,LVLA,VeryLow,Moderate,Moderate,VeryLow
155.1290322580645,3.67855104261895,147.0,162.0,386.9935184135239,9.227542102777496,370.3703703703704,408.16326530612247,4.262237284181474,0.0,0.0,0.0,0.0,0.0,3.013764718384263,4.240365287157245,0.7107323341958354,LVLA,VeryLow,Moderate,Low,VeryLow
213.8181818181818,12.790750790517498,191.0,235.0,281.63438986923734,17.111066995871543,255.31914893617025,314.13612565445027,16.401219466856727,0.0,0.0,0.0,0.0,0.0,11.53737886658452,13.931816122068826,0.8281317213416725,HVLA,Moderate,VeryLow,Low,VeryLow
220.0,26.503859067210296,177.0,273.0,276.70287312220665,33.30657877373432,219.78021978021977,338.9830508474576,30.17015239003766,2.0,9.523809523809524,0.0,0.0,0.0,21.33349277151305,30.81868227353161,0.6922259875411726,HVLA,Low,High,Low,Low
214.4782608695652,16.980473607409987,186.0,236.0,281.57161986207274,23.0574129967137,254.2372881355932,322.5806451612903,21.421102594489305,0.0,0.0,0.0,0.0,0.0,15.139332223228646,18.640643435745584,0.8121678994297605,LVLA,High,VeryLow,VeryLow,Low
212.7391304347826,18.44903058912958,178.0,238.0,284.28053746555213,25.962955315556837,252.10084033613447,337.07865168539325,17.03739203260661,0.0,0.0,0.0,0.0,0.0,11.997589289533568,23.16875720872717,0.517834823052759,HVLA,VeryHigh,VeryLow,VeryLow,Low
230.8095238095238,18.71749639246163,197.0,266.0,261.6740224184157,21.27260217354736,225.5639097744361,304.56852791878174,22.89650628371062,1.0,5.0,0.0,0.0,0.0,16.16210846393502,20.96367316105716,0.7709578536054602,LVLA,VeryLow,VeryHigh,Moderate,VeryLow
222.1818181818182,14.919896306111646,196.0,247.0,271.2688206066676,18.195048776452303,242.914979757085,306.1224489795918,16.91997973656335,0.0,0.0,0.0,0.0,0.0,11.932158951068333,17.40201696174003,0.6856767797262986,HVHA,High,VeryLow,VeryLow,Moderate
215.43478260869568,14.448788385961858,188.0,244.0,279.7752405944567,18.975678520230904,245.9016393442623,319.1489361702128,20.261921294523244,0.0,0.0,0.0,0.0,0.0,14.326765104066844,14.569789747882606,0.9833199621943014,LVLA,VeryLow,High,Low,VeryLow
213.8181818181818,12.790750790517498,191.0,235.0,281.63438986923734,17.111066995871543,255.31914893617025,314.13612565445027,16.401219466856727,0.0,0.0,0.0,0.0,0.0,11.53737886658452,13.931816122068826,0.8281317213416725,HVLA,High,Low,VeryLow,Moderate
220.0,26.503859067210296,177.0,273.0,276.70287312220665,33.30657877373432,219.78021978021977,338.9830508474576,30.17015239003766,2.0,9.523809523809524,0.0,0.0,0.0,21.33349277151305,30.81868227353161,0.6922259875411726,LVLA,Low,High,VeryLow,VeryLow
214.4782608695652,16.980473607409987,186.0,236.0,281.57161986207274,23.0574129967137,254.2372881355932,322.5806451612903,21.421102594489305,0.0,0.0,0.0,0.0,0.0,15.139332223228646,18.640643435745584,0.8121678994297605,LVHA,VeryLow,VeryLow,VeryLow,Moderate
212.7391304347826,18.44903058912958,178.0,238.0,284.28053746555213,25.962955315556837,252.10084033613447,337.07865168539325,17.03739203260661,0.0,0.0,0.0,0.0,0.0,11.997589289533568,23.16875720872717,0.517834823052759,HVLA,Low,VeryLow,VeryLow,Low
230.8095238095238,18.71749639246163,197.0,266.0,261.6740224184157,21.27260217354736,225.5639097744361,304.56852791878174,22.89650628371062,1.0,5.0,0.0,0.0,0.0,16.16210846393502,20.96367316105716,0.7709578536054602,LVHA,VeryLow,Low,VeryLow,VeryLow
222.1818181818182,14.919896306111646,196.0,247.0,271.2688206066676,18.195048776452303,242.914979757085,306.1224489795918,16.91997973656335,0.0,0.0,0.0,0.0,0.0,11.932158951068333,17.40201696174003,0.6856767797262986,LVHA,VeryLow,VeryLow,Low,Low
215.43478260869568,14.448788385961858,188.0,244.0,279.7752405944567,18.975678520230904,245.9016393442623,319.1489361702128,20.261921294523244,0.0,0.0,0.0,0.0,0.0,14.326765104066844,14.569789747882606,0.9833199621943014,LVHA,VeryLow,Moderate,VeryLow,VeryLow
163.6551724137931,7.28851653261043,148.0,178.0,367.35611700576254,16.456695700698845,337.07865168539325,405.4054054054054,6.338656910463874,0.0,0.0,0.0,0.0,0.0,4.481466938220938,9.282316552127694,0.4827961762620232,HVLA,VeryHigh,VeryLow,VeryLow,VeryLow
163.6551724137931,7.28851653261043,148.0,178.0,367.35611700576254,16.456695700698845,337.07865168539325,405.4054054054054,6.338656910463874,0.0,0.0,0.0,0.0,0.0,4.481466938220938,9.282316552127694,0.4827961762620232,LVHA,VeryLow,High,Moderate,VeryLow
199.33333333333331,14.960132203812758,171.0,224.0,302.7418153685347,23.23202727532549,267.85714285714283,350.87719298245617,15.341050358008625,0.0,0.0,0.0,0.0,0.0,10.83795403372108,18.17002651275061,0.5964743103767993,HVLA,Low,VeryLow,VeryLow,VeryLow
198.58333333333331,13.922154606557452,173.0,221.0,303.6336544031704,21.354140232236706,271.49321266968326,346.8208092485549,12.349969195525745,0.0,0.0,0.0,0.0,0.0,8.636757075362718,17.693479166035996,0.4881322092910727,HVLA,VeryHigh,VeryLow,VeryLow,VeryLow
190.84,10.161417223989968,173.0,206.0,315.3073947058835,17.07323880019176,291.2621359223301,346.8208092485549,8.827041784576908,0.0,0.0,0.0,0.0,0.0,6.223834116612614,12.952709712214231,0.4805044083357803,LVHA,VeryLow,VeryHigh,VeryHigh,VeryLow
206.91304347826087,17.83965549354988,174.0,235.0,292.22496003944843,26.17186609096044,255.31914893617025,344.82758620689657,13.895715494025817,0.0,0.0,0.0,0.0,0.0,9.82049636018112,23.23928715552089,0.4225816521161274,LVLA,VeryLow,VeryLow,Low,VeryHigh
201.0,14.72944404039509,180.0,252.0,299.96162640666216,19.981382440011785,238.0952380952381,333.3333333333333,18.63037597824877,1.0,4.545454545454546,0.0,0.0,0.0,13.172253583301906,16.13706227959262,0.8162733312345151,HVLA,VeryHigh,VeryLow,VeryLow,VeryLow
213.8181818181818,12.790750790517498,191.0,235.0,281.63438986923734,17.111066995871543,255.31914893617025,314.13612565445027,16.401219466856727,0.0,0.0,0.0,0.0,0.0,11.53737886658452,13.931816122068826,0.8281317213416725,HVLA,VeryHigh,VeryLow,VeryLow,VeryLow
220.0,26.503859067210296,177.0,273.0,276.70287312220665,33.30657877373432,219.78021978021977,338.9830508474576,30.17015239003766,2.0,9.523809523809524,0.0,0.0,0.0,21.33349277151305,30.81868227353161,0.6922259875411726,LVLA,VeryLow,VeryHigh,High,Low
214.4782608695652,16.980473607409987,186.0,236.0,281.57161986207274,23.0574129967137,254.2372881355932,322.5806451612903,21.421102594489305,0.0,0.0,0.0,0.0,0.0,15.139332223228646,18.640643435745584,0.8121678994297605,HVLA,VeryHigh,VeryLow,VeryLow,VeryLow
212.7391304347826,18.44903058912958,178.0,238.0,284.28053746555213,25.962955315556837,252.10084033613447,337.07865168539325,17.03739203260661,0.0,0.0,0.0,0.0,0.0,11.997589289533568,23.16875720872717,0.517834823052759,LVHA,VeryHigh,VeryLow,Moderate,VeryLow
230.8095238095238,18.71749639246163,197.0,266.0,261.6740224184157,21.27260217354736,225.5639097744361,304.56852791878174,22.89650628371062,1.0,5.0,0.0,0.0,0.0,16.16210846393502,20.96367316105716,0.7709578536054602,LVHA,VeryLow,VeryLow,High,VeryLow
222.1818181818182,14.919896306111646,196.0,247.0,271.2688206066676,18.195048776452303,242.914979757085,306.1224489795918,16.91997973656335,0.0,0.0,0.0,0.0,0.0,11.932158951068333,17.40201696174003,0.6856767797262986,LVHA,VeryLow,VeryLow,VeryHigh,VeryLow
215.43478260869568,14.448788385961858,188.0,244.0,279.7752405944567,18.975678520230904,245.9016393442623,319.1489361702128,20.261921294523244,0.0,0.0,0.0,0.0,0.0,14.326765104066844,14.569789747882606,0.9833199621943014,LVLA,VeryLow,VeryLow,VeryLow,VeryLow
220.0,26.503859067210296,177.0,273.0,276.70287312220665,33.30657877373432,219.78021978021977,338.9830508474576,30.17015239003766,2.0,9.523809523809524,0.0,0.0,0.0,21.33349277151305,30.81868227353161,0.6922259875411726,HVLA,VeryLow,High,Moderate,VeryLow
213.8181818181818,12.790750790517498,191.0,235.0,281.63438986923734,17.111066995871543,255.31914893617025,314.13612565445027,16.401219466856727,0.0,0.0,0.0,0.0,0.0,11.53737886658452,13.931816122068826,0.8281317213416725,HVLA,VeryHigh,VeryLow,VeryLow,VeryLow
214.4782608695652,16.980473607409987,186.0,236.0,281.57161986207274,23.0574129967137,254.2372881355932,322.5806451612903,21.421102594489305,0.0,0.0,0.0,0.0,0.0,15.139332223228646,18.640643435745584,0.8121678994297605,HVLA,High,VeryLow,VeryLow,Moderate
212.7391304347826,18.44903058912958,178.0,238.0,284.28053746555213,25.962955315556837,252.10084033613447,337.07865168539325,17.03739203260661,0.0,0.0,0.0,0.0,0.0,11.997589289533568,23.16875720872717,0.517834823052759,HVHA,High,VeryLow,VeryLow,Low
230.8095238095238,18.71749639246163,197.0,266.0,261.6740224184157,21.27260217354736,225.5639097744361,304.56852791878174,22.89650628371062,1.0,5.0,0.0,0.0,0.0,16.16210846393502,20.96367316105716,0.7709578536054602,LVHA,VeryLow,VeryLow,Moderate,VeryLow
222.1818181818182,14.919896306111646,196.0,247.0,271.2688206066676,18.195048776452303,242.914979757085,306.1224489795918,16.91997973656335,0.0,0.0,0.0,0.0,0.0,11.932158951068333,17.40201696174003,0.6856767797262986,LVLA,VeryLow,VeryLow,VeryLow,VeryHigh
215.43478260869568,14.448788385961858,188.0,244.0,279.7752405944567,18.975678520230904,245.9016393442623,319.1489361702128,20.261921294523244,0.0,0.0,0.0,0.0,0.0,14.326765104066844,14.569789747882606,0.9833199621943014,LVLA,VeryLow,VeryLow,VeryLow,High
187.92307692307693,11.615384615384611,156.0,208.0,320.5744531585168,21.037929939452688,288.46153846153845,384.61538461538464,9.509994742374992,0.0,0.0,0.0,0.0,0.0,6.714521576404383,14.991648325872214,0.4478841439214278,LVLA,VeryLow,VeryLow,VeryLow,High
215.2608695652174,7.48457771632324,196.0,232.0,279.0748847757595,9.890446950838138,258.62068965517244,306.1224489795918,8.793075788265549,0.0,0.0,0.0,0.0,0.0,6.215566302663815,8.567645109395865,0.725469627102948,HVLA,Moderate,VeryLow,VeryLow,VeryLow
191.12,15.882871276944858,167.0,222.0,316.10294808088014,26.134218648939825,270.27027027027026,359.2814371257485,6.943222114647733,0.0,0.0,0.0,0.0,0.0,4.80008318793655,21.942889540552518,0.2187534681367076,LVLA,Moderate,VeryLow,VeryLow,VeryLow
205.91304347826087,7.300464806395136,192.0,220.0,291.75244341151466,10.370539610745611,272.72727272727275,312.5,8.347563607533528,0.0,0.0,0.0,0.0,0.0,5.887811334787281,8.480993483359033,0.6942360404285229,HVLA,Moderate,VeryLow,VeryLow,Low
221.95454545454547,10.451086384274614,194.0,236.0,270.9672928234715,13.646140099895142,254.2372881355932,309.2783505154639,8.320943169983511,0.0,0.0,0.0,0.0,0.0,5.864880680527558,13.566635095937205,0.4323017932636746,LVHA,VeryLow,Low,VeryLow,Low
225.8181818181818,7.802309469500121,207.0,241.0,266.0202025668073,9.265635023927254,248.96265560165972,289.8550724637681,7.473763634016188,0.0,0.0,0.0,0.0,0.0,5.276052946462682,9.690992282621266,0.5444285572205192,LVLA,VeryLow,Low,Moderate,VeryLow
236.85,5.160184105242758,228.0,247.0,253.44476195094663,5.503602915998498,242.914979757085,263.1578947368421,4.616902584383193,0.0,0.0,0.0,0.0,0.0,3.228594541697895,6.544553253302975,0.4933254290609453,LVHA,VeryLow,Moderate,VeryLow,VeryLow
213.8181818181818,12.790750790517498,191.0,235.0,281.63438986923734,17.111066995871543,255.31914893617025,314.13612565445027,16.401219466856727,0.0,0.0,0.0,0.0,0.0,11.53737886658452,13.931816122068826,0.8281317213416725,HVLA,Moderate,VeryLow,VeryLow,VeryLow
220.0,26.503859067210296,177.0,273.0,276.70287312220665,33.30657877373432,219.78021978021977,338.9830508474576,30.17015239003766,2.0,9.523809523809524,0.0,0.0,0.0,21.33349277151305,30.81868227353161,0.6922259875411726,HVLA,High,Moderate,VeryLow,VeryLow
214.4782608695652,16.980473607409987,186.0,236.0,281.57161986207274,23.0574129967137,254.2372881355932,322.5806451612903,21.421102594489305,0.0,0.0,0.0,0.0,0.0,15.139332223228646,18.640643435745584,0.8121678994297605,LVLA,VeryLow,Moderate,VeryLow,Low
212.7391304347826,18.44903058912958,178.0,238.0,284.28053746555213,25.962955315556837,252.10084033613447,337.07865168539325,17.03739203260661,0.0,0.0,0.0,0.0,0.0,11.997589289533568,23.16875720872717,0.517834823052759,LVLA,VeryLow,VeryLow,VeryLow,Low
230.8095238095238,18.71749639246163,197.0,266.0,261.6740224184157,21.27260217354736,225.5639097744361,304.56852791878174,22.89650628371062,1.0,5.0,0.0,0.0,0.0,16.16210846393502,20.96367316105716,0.7709578536054602,LVHA,VeryLow,High,Moderate,VeryLow
222.1818181818182,14.919896306111646,196.0,247.0,271.2688206066676,18.195048776452303,242.914979757085,306.1224489795918,16.91997973656335,0.0,0.0,0.0,0.0,0.0,11.932158951068333,17.40201696174003,0.6856767797262986,LVHA,VeryLow,High,VeryHigh,VeryLow
215.43478260869568,14.448788385961858,188.0,244.0,279.7752405944567,18.975678520230904,245.9016393442623,319.1489361702128,20.261921294523244,0.0,0.0,0.0,0.0,0.0,14.326765104066844,14.569789747882606,0.9833199621943014,LVHA,VeryLow,High,Moderate,VeryLow
213.8181818181818,12.790750790517498,191.0,235.0,281.63438986923734,17.111066995871543,255.31914893617025,314.13612565445027,16.401219466856727,0.0,0.0,0.0,0.0,0.0,11.53737886658452,13.931816122068826,0.8281317213416725,HVLA,VeryHigh,VeryLow,VeryLow,Low
220.0,26.503859067210296,177.0,273.0,276.70287312220665,33.30657877373432,219.78021978021977,338.9830508474576,30.17015239003766,2.0,9.523809523809524,0.0,0.0,0.0,21.33349277151305,30.81868227353161,0.6922259875411726,LVHA,Low,Moderate,Low,VeryHigh
214.4782608695652,16.980473607409987,186.0,236.0,281.57161986207274,23.0574129967137,254.2372881355932,322.5806451612903,21.421102594489305,0.0,0.0,0.0,0.0,0.0,15.139332223228646,18.640643435745584,0.8121678994297605,LVLA,Low,VeryLow,VeryLow,VeryHigh
212.7391304347826,18.44903058912958,178.0,238.0,284.28053746555213,25.962955315556837,252.10084033613447,337.07865168539325,17.03739203260661,0.0,0.0,0.0,0.0,0.0,11.997589289533568,23.16875720872717,0.517834823052759,HVHA,VeryHigh,VeryLow,VeryLow,VeryLow
230.8095238095238,18.71749639246163,197.0,266.0,261.6740224184157,21.27260217354736,225.5639097744361,304.56852791878174,22.89650628371062,1.0,5.0,0.0,0.0,0.0,16.16210846393502,20.96367316105716,0.7709578536054602,LVHA,VeryLow,Moderate,High,VeryLow
222.1818181818182,14.919896306111646,196.0,247.0,271.2688206066676,18.195048776452303,242.914979757085,306.1224489795918,16.91997973656335,0.0,0.0,0.0,0.0,0.0,11.932158951068333,17.40201696174003,0.6856767797262986,LVHA,VeryLow,VeryHigh,Moderate,VeryLow
215.43478260869568,14.448788385961858,188.0,244.0,279.7752405944567,18.975678520230904,245.9016393442623,319.1489361702128,20.261921294523244,0.0,0.0,0.0,0.0,0.0,14.326765104066844,14.569789747882606,0.9833199621943014,LVHA,VeryLow,Moderate,VeryLow,VeryLow
185.98076923076923,5.711797455925306,173.0,196.0,322.9203904180855,9.982548788794784,306.1224489795918,346.8208092485549,6.3796551630946325,0.0,0.0,0.0,0.0,0.0,4.496087187766714,6.710771964165493,0.669980623954314,HVLA,Low,VeryLow,Low,VeryLow
178.59259259259258,8.974281191721891,163.0,194.0,336.8048567657511,16.826847125356434,309.2783505154639,368.0981595092025,9.488859865044985,0.0,0.0,0.0,0.0,0.0,6.675099449650312,10.794373217258364,0.6183869424653546,HVLA,Low,VeryLow,VeryLow,VeryLow
180.48076923076923,10.080904234120805,161.0,201.0,333.4779877644218,18.525727219602043,298.5074626865672,372.67080745341616,11.571516754514075,0.0,0.0,0.0,0.0,0.0,8.146582105398558,11.699677788513217,0.6963082447789203,LVLA,VeryLow,Moderate,Low,VeryLow
